,type,name,continent,iso_country,iso_region,iata_code,coordinates
16335,medium_airport,Hopedale Airport,,CA,CA-NL,YHO,"55.448299407958984, -60.228599548339844"
16336,medium_airport,Chevery Airport,,CA,CA-QC,YHR,"50.46889877319336, -59.63669967651367"
16338,medium_airport,Haines Junction Airport,,CA,CA-YT,YHT,"60.78919982910156, -137.54600524902344"
16339,medium_airport,Montréal / Saint-Hubert Airport,,CA,CA-QC,YHU,"45.5175018311, -73.4169006348"
16340,medium_airport,Hay River / Merlyn Carter Airport,,CA,CA-NT,YHY,"60.8396987915, -115.782997131"
16341,large_airport,Halifax / Stanfield International Airport,,CA,CA-NS,YHZ,"44.8807983398, -63.5085983276"
16342,medium_airport,Atikokan Municipal Airport,,CA,CA-ON,YIB,"48.7738990784, -91.6386032104"
16343,medium_airport,Digby / Annapolis Regional Airport,,CA,CA-NS,YDG,"44.5458450365, -65.7854247093"
16344,medium_airport,St Augustin Airport,,CA,CA-QC,YIF,"51.2117004395, -58.6582984924"
16345,medium_airport,Ivujivik Airport,,CA,CA-QC,YIK,"62.417301177978516, -77.92530059814453"
16346,medium_airport,Pond Inlet Airport,,CA,CA-NU,YIO,"72.6832962036, -77.9666976929"
16347,medium_airport,Island Lake Airport,,CA,CA-MB,YIV,"53.857200622558594, -94.65360260009766"
16349,medium_airport,Fort Liard Airport,,CA,CA-NT,YJF,"60.235801696799996, -123.46900177"
16351,medium_airport,St Jean Airport,,CA,CA-QC,YJN,"45.29439926147461, -73.28109741210938"
16354,medium_airport,Stephenville Airport,,CA,CA-NL,YJT,"48.5442008972168, -58.54999923706055"
16355,medium_airport,Kamloops Airport,,CA,CA-BC,YKA,"50.7022018433, -120.444000244"
16357,medium_airport,Aklavik/Freddie Carmichael Airport,,CA,CA-NT,LAK,"68.223297, -135.00599"
16358,medium_airport,Waterloo Airport,,CA,CA-ON,YKF,"43.460800170899994, -80.3786010742"
16359,medium_airport,Kangiqsujuaq (Wakeham Bay) Airport,,CA,CA-QC,YWB,"61.5886001587, -71.929397583"
16360,medium_airport,Key Lake Airport,,CA,CA-SK,YKJ,"57.256099700927734, -105.61799621582031"
16361,medium_airport,Schefferville Airport,,CA,CA-QC,YKL,"54.805301666259766, -66.8052978515625"
16363,medium_airport,Akulivik Airport,,CA,CA-QC,AKV,"60.818599700927734, -78.14859771728516"
16364,medium_airport,Waskaganish Airport,,CA,CA-QC,YKQ,"51.47330093383789, -78.75830078125"
16365,medium_airport,Kirkland Lake Airport,,CA,CA-ON,YKX,"48.21030044555664, -79.98139953613281"
16366,medium_airport,Kindersley Airport,,CA,CA-SK,YKY,"51.5175018311, -109.180999756"
16367,medium_airport,Buttonville Municipal Airport,,CA,CA-ON,YKZ,"43.86220169067383, -79.37000274658203"
16368,medium_airport,Aupaluk Airport,,CA,CA-QC,YPJ,"59.29669952392578, -69.59970092773438"
16370,medium_airport,Kimmirut Airport,,CA,CA-NU,YLC,"62.8499984741, -69.88330078119999"
16371,medium_airport,Chapleau Airport,,CA,CA-ON,YLD,"47.81999969482422, -83.3467025756836"
16372,medium_airport,Lansdowne House Airport,,CA,CA-ON,YLH,"52.19559860229492, -87.93419647216797"
16374,medium_airport,Meadow Lake Airport,,CA,CA-SK,YLJ,"54.125301361083984, -108.52300262451172"
16375,medium_airport,Lutselk'e Airport,,CA,CA-NT,YSG,"62.418303, -110.681998"
16376,medium_airport,Lloydminster Airport,,CA,CA-AB,YLL,"53.309200286865234, -110.072998046875"
16378,medium_airport,Leaf Rapids Airport,,CA,CA-MB,YLR,"56.513301849365234, -99.98529815673828"
16380,medium_airport,Alert Airport,,CA,CA-NU,YLT,"82.51779937740001, -62.2806015015"
16381,medium_airport,Kangiqsualujjuaq (Georges River) Airport,,CA,CA-QC,XGR,"58.71139907836914, -65.9927978515625"
16382,medium_airport,Kelowna International Airport,,CA,CA-BC,YLW,"49.9561004639, -119.377998352"
16384,medium_airport,Mayo Airport,,CA,CA-YT,YMA,"63.61640167236328, -135.8679962158203"
16385,medium_airport,Matane Airport,,CA,CA-QC,YME,"48.85689926147461, -67.45330047607422"
16386,medium_airport,Manitouwadge Airport,,CA,CA-ON,YMG,"49.083900451660156, -85.86060333251953"
16387,medium_airport,Mary's Harbour Airport,,CA,CA-NL,YMH,"52.302799224853516, -55.847198486328125"
16388,medium_airport,Moose Jaw Air Vice Marshal C. M. McEwen Airport,,CA,CA-SK,YMJ,"50.330299377441406, -105.55899810791016"
16389,medium_airport,Charlevoix Airport,,CA,CA-QC,YML,"47.59749984741211, -70.2238998413086"
16390,medium_airport,Fort McMurray Airport,,CA,CA-AB,YMM,"56.653301239, -111.222000122"
16391,medium_airport,Moosonee Airport,,CA,CA-ON,YMO,"51.291099548339844, -80.60780334472656"
16392,medium_airport,Chapais Airport,,CA,CA-QC,YMT,"49.77190017700195, -74.5280990600586"
16393,medium_airport,Umiujaq Airport,,CA,CA-QC,YUD,"56.53609848022461, -76.51830291748047"
16395,medium_airport,Montreal International (Mirabel) Airport,,CA,CA-QC,YMX,"45.679501, -74.038696"
16398,medium_airport,Natashquan Airport,,CA,CA-QC,YNA,"50.189998626708984, -61.78919982910156"
16399,medium_airport,Wemindji Airport,,CA,CA-QC,YNC,"53.01060104370117, -78.83110046386719"
16400,medium_airport,Ottawa / Gatineau Airport,,CA,CA-QC,YND,"45.521701812699995, -75.5635986328"
16401,medium_airport,Norway House Airport,,CA,CA-MB,YNE,"53.95830154418945, -97.84420013427734"
16404,medium_airport,Points North Landing Airport,,CA,CA-SK,YNL,"58.27669906616211, -104.08200073242188"
16405,medium_airport,Matagami Airport,,CA,CA-QC,YNM,"49.76169967651367, -77.80280303955078"
16406,medium_airport,Nejanilini Lake Airport,,CA,CA-MB,,"59.4874992371, -97.78029632570001"
16408,medium_airport,Ekati Airport,,CA,CA-NT,YOA,"64.6988983154, -110.614997864"
16409,medium_airport,Old Crow Airport,,CA,CA-YT,YOC,"67.57060241699219, -139.83900451660156"
16410,medium_airport,CFB Cold Lake,,CA,CA-AB,YOD,"54.404998779296875, -110.27899932861328"
16411,medium_airport,Oxford House Airport,,CA,CA-MB,YOH,"54.93330001831055, -95.27890014648438"
16412,medium_airport,High Level Airport,,CA,CA-AB,YOJ,"58.62139892578125, -117.16500091552734"
16413,medium_airport,Toronto/Oshawa Executive Airport,,CA,CA-ON,YOO,"43.922798, -78.894997"
16414,medium_airport,Rainbow Lake Airport,,CA,CA-AB,YOP,"58.49140167236328, -119.40799713134766"
16415,medium_airport,Owen Sound / Billy Bishop Regional Airport,,CA,CA-ON,YOS,"44.5903015137, -80.8375015259"
16416,large_airport,Ottawa Macdonald-Cartier International Airport,,CA,CA-ON,YOW,"45.3224983215332, -75.66919708251953"
16419,medium_airport,Prince Albert Glass Field,,CA,CA-SK,YPA,"53.214199066199996, -105.672996521"
16420,medium_airport,Paulatuk (Nora Aliqatchialuk Ruben) Airport,,CA,CA-NT,YPC,"69.3608381154, -124.075469971"
16421,medium_airport,Port Hawkesbury Airport,,CA,CA-NS,YPS,"45.6567001343, -61.3680992126"
16422,medium_airport,Peace River Airport,,CA,CA-AB,YPE,"56.226898, -117.446999"
16423,medium_airport,Southport Airport,,CA,CA-MB,YPG,"49.903099, -98.273817"
16424,medium_airport,Inukjuak Airport,,CA,CA-QC,YPH,"58.471900939941406, -78.07689666748047"
16426,medium_airport,Pickle Lake Airport,,CA,CA-ON,YPL,"51.4463996887207, -90.21420288085938"
16427,medium_airport,Pikangikum Airport,,CA,CA-ON,YPM,"51.819698333740234, -93.97329711914062"
16428,medium_airport,Port Menier Airport,,CA,CA-QC,YPN,"49.83639907836914, -64.2885971069336"
16429,medium_airport,Peawanuck Airport,,CA,CA-ON,YPO,"54.98809814453125, -85.44329833984375"
16431,medium_airport,Peterborough Airport,,CA,CA-ON,YPQ,"44.22999954223633, -78.36329650878906"
16432,medium_airport,Prince Rupert Airport,,CA,CA-BC,YPR,"54.286098480199996, -130.445007324"
16436,medium_airport,Powell River Airport,,CA,CA-BC,YPW,"49.83420181274414, -124.5"
16437,medium_airport,Puvirnituq Airport,,CA,CA-QC,YPX,"60.05059814453125, -77.28690338134766"
16438,medium_airport,Fort Chipewyan Airport,,CA,CA-AB,YPY,"58.7672004699707, -111.11699676513672"
16440,medium_airport,Muskoka Airport,,CA,CA-ON,YQA,"44.974700927734375, -79.30329895019531"
16441,medium_airport,Quebec Jean Lesage International Airport,,CA,CA-QC,YQB,"46.7911, -71.393303"
16442,medium_airport,The Pas Airport,,CA,CA-MB,YQD,"53.97140121459961, -101.09100341796875"
16443,medium_airport,Red Deer Regional Airport,,CA,CA-AB,YQF,"52.18220138549805, -113.89399719238281"
16444,medium_airport,Windsor Airport,,CA,CA-ON,YQG,"42.27560043334961, -82.95559692382812"
16445,medium_airport,Watson Lake Airport,,CA,CA-YT,YQH,"60.11640167236328, -128.82200622558594"
16446,medium_airport,Yarmouth Airport,,CA,CA-NS,YQI,"43.826900482177734, -66.08809661865234"
16447,medium_airport,Kenora Airport,,CA,CA-ON,YQK,"49.788299560546875, -94.36309814453125"
16448,medium_airport,Lethbridge County Airport,,CA,CA-AB,YQL,"49.6302986145, -112.800003052"
16449,medium_airport,Greater Moncton International Airport,,CA,CA-NB,YQM,"46.11220169067383, -64.67859649658203"
16450,medium_airport,Nakina Airport,,CA,CA-ON,YQN,"50.18280029296875, -86.69640350341797"
16451,medium_airport,Comox Airport,,CA,CA-BC,YQQ,"49.71080017089844, -124.88700103759766"
16452,medium_airport,Regina International Airport,,CA,CA-SK,YQR,"50.43190002441406, -104.66600036621094"
16453,medium_airport,St Thomas Municipal Airport,,CA,CA-ON,YQS,"42.77000045776367, -81.11080169677734"
16454,medium_airport,Thunder Bay Airport,,CA,CA-ON,YQT,"48.37189865112305, -89.32389831542969"
16455,medium_airport,Grande Prairie Airport,,CA,CA-AB,YQU,"55.1796989441, -118.885002136"
16456,medium_airport,Yorkton Municipal Airport,,CA,CA-SK,YQV,"51.26470184326172, -102.46199798583984"
16457,medium_airport,North Battleford Airport,,CA,CA-SK,YQW,"52.76919937133789, -108.24400329589844"
16458,medium_airport,Gander International Airport,,CA,CA-NL,YQX,"48.9369010925293, -54.56809997558594"
16459,medium_airport,Sydney / J.A. Douglas McCurdy Airport,,CA,CA-NS,YQY,"46.1614, -60.047798"
16460,medium_airport,Quesnel Airport,,CA,CA-BC,YQZ,"53.026100158691406, -122.51000213623047"
16461,medium_airport,Rae Lakes Airport,,CA,CA-NT,YRA,"64.11609649658203, -117.30999755859375"
16462,medium_airport,Resolute Bay Airport,,CA,CA-NU,YRB,"74.7169036865, -94.9693984985"
16464,medium_airport,Rivière-du-Loup Airport,,CA,CA-QC,YRI,"47.764400482177734, -69.58470153808594"
16465,medium_airport,Roberval Airport,,CA,CA-QC,YRJ,"48.52000045776367, -72.2656021118164"
16466,medium_airport,Red Lake Airport,,CA,CA-ON,YRL,"51.066898345947266, -93.79309844970703"
16468,medium_airport,Ottawa / Rockcliffe Airport,,CA,CA-ON,YRO,"45.4603004456, -75.64610290530001"
16469,medium_airport,Ottawa / Carp Airport,,CA,CA-ON,,"45.3191986084, -76.0222015381"
16470,medium_airport,Trois-Rivières Airport,,CA,CA-QC,YRQ,"46.35279846191406, -72.67939758300781"
16471,medium_airport,Red Sucker Lake Airport,,CA,CA-MB,YRS,"54.167198181152344, -93.55719757080078"
16472,medium_airport,Rankin Inlet Airport,,CA,CA-NU,YRT,"62.8114013672, -92.1157989502"
16473,medium_airport,Revelstoke Airport,,CA,CA-BC,YRV,"50.9667015076, -118.182998657"
16476,medium_airport,Sudbury Airport,,CA,CA-ON,YSB,"46.625, -80.79889678955078"
16477,medium_airport,Sherbrooke Airport,,CA,CA-QC,YSC,"45.4385986328125, -71.69139862060547"
16480,medium_airport,Stony Rapids Airport,,CA,CA-SK,YSF,"59.250301361083984, -105.84100341796875"
16481,medium_airport,St Georges Airport,,CA,CA-QC,,"46.096401, -70.714699"
16482,medium_airport,Smiths Falls-Montague (Russ Beach) Airport,,CA,CA-ON,YSH,"44.94580078125, -75.94059753417969"
16483,medium_airport,Saint John Airport,,CA,CA-NB,YSJ,"45.31610107421875, -65.89029693603516"
16484,medium_airport,Sanikiluaq Airport,,CA,CA-NU,YSK,"56.5377998352, -79.2466964722"
16485,medium_airport,St Leonard Airport,,CA,CA-NB,YSL,"47.157501220703125, -67.83470153808594"
16486,medium_airport,Fort Smith Airport,,CA,CA-NT,YSM,"60.020301818847656, -111.96199798583984"
16487,medium_airport,Niagara District Airport,,CA,CA-ON,YCM,"43.19169998168945, -79.17169952392578"
16488,medium_airport,Marathon Airport,,CA,CA-ON,YSP,"48.75529861450195, -86.34439849853516"
16491,medium_airport,St. Theresa Point Airport,,CA,CA-MB,YST,"53.84560012817383, -94.85189819335938"
16492,medium_airport,Summerside Airport,,CA,CA-PE,YSU,"46.44060134887695, -63.83359909057617"
16494,medium_airport,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,,CA,CA-NT,YSY,"71.9938964844, -125.242996216"
16496,medium_airport,Pembroke Airport,,CA,CA-ON,YTA,"45.86439895629883, -77.25170135498047"
16497,medium_airport,Cape Dorset Airport,,CA,CA-NU,YTE,"64.2300033569, -76.5267028809"
16498,medium_airport,Alma Airport,,CA,CA-QC,YTF,"48.50889968869999, -71.64189910889999"
16499,medium_airport,Thompson Airport,,CA,CA-MB,YTH,"55.80110168457031, -97.86419677734375"
16500,medium_airport,Big Trout Lake Airport,,CA,CA-ON,YTL,"53.81779861450195, -89.89689636230469"
16502,medium_airport,Tasiujaq Airport,,CA,CA-QC,YTQ,"58.66780090332031, -69.95580291748047"
16503,medium_airport,CFB Trenton,,CA,CA-ON,YTR,"44.118900299072266, -77.5280990600586"
16504,medium_airport,Timmins/Victor M. Power,,CA,CA-ON,YTS,"48.569698333699996, -81.376701355"
16505,medium_airport,Billy Bishop Toronto City Centre Airport,,CA,CA-ON,YTZ,"43.627499, -79.396202"
16506,medium_airport,Tuktoyaktuk Airport,,CA,CA-NT,YUB,"69.43329620361328, -133.0260009765625"
16507,large_airport,Montreal / Pierre Elliott Trudeau International Airport,,CA,CA-QC,YUL,"45.4706001282, -73.7407989502"
16508,medium_airport,Repulse Bay Airport,,CA,CA-NU,YUT,"66.5214004517, -86.22470092770001"
16509,medium_airport,Hall Beach Airport,,CA,CA-NU,YUX,"68.77610015869999, -81.2425"
16510,medium_airport,Rouyn Noranda Airport,,CA,CA-QC,YUY,"48.20610046386719, -78.83560180664062"
16511,medium_airport,Bonaventure Airport,,CA,CA-QC,YVB,"48.07109832763672, -65.46029663085938"
16512,medium_airport,La Ronge Airport,,CA,CA-SK,YVC,"55.151401519800004, -105.262001038"
16513,medium_airport,Virden/R.J. (Bob) Andrew Field Regional Aerodrome,,CA,CA-MB,,"49.8782997131, -100.917999268"
16515,medium_airport,Vernon Airport,,CA,CA-BC,YVE,"50.24810028076172, -119.33100128173828"
16517,medium_airport,Qikiqtarjuaq Airport,,CA,CA-NU,YVM,"67.5457992554, -64.03140258789999"
16518,medium_airport,Val-d'Or Airport,,CA,CA-QC,YVO,"48.0532989502, -77.7827987671"
16519,medium_airport,Kuujjuaq Airport,,CA,CA-QC,YVP,"58.096099853515625, -68.4269027709961"
16520,medium_airport,Norman Wells Airport,,CA,CA-NT,YVQ,"65.28160095214844, -126.7979965209961"
16521,large_airport,Vancouver International Airport,,CA,CA-BC,YVR,"49.193901062, -123.183998108"
16523,medium_airport,Wiarton Airport,,CA,CA-ON,YVV,"44.7458, -81.107201"
16524,medium_airport,Deer Lake Airport,,CA,CA-ON,YVZ,"52.655799865722656, -94.0614013671875"
16525,medium_airport,Petawawa Airport,,CA,CA-ON,YWA,"45.95220184326172, -77.31919860839844"
16526,large_airport,Winnipeg / James Armstrong Richardson International Airport,,CA,CA-MB,YWG,"49.909999847399995, -97.2398986816"
16528,medium_airport,Déline Airport,,CA,CA-NT,YWJ,"65.21109771728516, -123.43599700927734"
16529,medium_airport,Wabush Airport,,CA,CA-NL,YWK,"52.92190170288086, -66.8644027709961"
16530,medium_airport,Williams Lake Airport,,CA,CA-BC,YWL,"52.1831016541, -122.054000854"
16532,medium_airport,Webequie Airport,,CA,CA-ON,YWP,"52.9593933975, -87.3748683929"
16534,medium_airport,Wrigley Airport,,CA,CA-NT,YWY,"63.20940017700195, -123.43699645996094"
16535,medium_airport,Cranbrook/Canadian Rockies International Airport,,CA,CA-BC,YXC,"49.610801696777, -115.78199768066"
16537,medium_airport,Saskatoon John G. Diefenbaker International Airport,,CA,CA-SK,YXE,"52.170799255371094, -106.69999694824219"
16538,medium_airport,Medicine Hat Airport,,CA,CA-AB,YXH,"50.01890182495117, -110.72100067138672"
16540,medium_airport,Fort St John Airport,,CA,CA-BC,YXJ,"56.23809814453125, -120.73999786376953"
16541,medium_airport,Rimouski Airport,,CA,CA-QC,YXK,"48.47809982299805, -68.49690246582031"
16542,medium_airport,Sioux Lookout Airport,,CA,CA-ON,YXL,"50.11389923095703, -91.9052963256836"
16543,medium_airport,Whale Cove Airport,,CA,CA-NU,YXN,"62.24000167849999, -92.59809875490001"
16544,medium_airport,Pangnirtung Airport,,CA,CA-NU,YXP,"66.1449966431, -65.71360015869999"
16545,medium_airport,Beaver Creek Airport,,CA,CA-YT,YXQ,"62.410301208496094, -140.86700439453125"
16546,medium_airport,Earlton (Timiskaming Regional) Airport,,CA,CA-ON,YXR,"47.697400654599996, -79.8473453522"
16547,medium_airport,Prince George Airport,,CA,CA-BC,YXS,"53.8894004822, -122.679000854"
16548,medium_airport,Northwest Regional Airport Terrace-Kitimat,,CA,CA-BC,YXT,"54.468498, -128.576009"
16549,medium_airport,London Airport,,CA,CA-ON,YXU,"43.035599, -81.1539"
16550,medium_airport,Abbotsford Airport,,CA,CA-BC,YXX,"49.025299072265625, -122.36100006103516"
16551,medium_airport,Whitehorse / Erik Nielsen International Airport,,CA,CA-YT,YXY,"60.7095985413, -135.067001343"
16552,medium_airport,Wawa Airport,,CA,CA-ON,YXZ,"47.96670150756836, -84.78669738769531"
16553,medium_airport,North Bay Jack Garland Airport,,CA,CA-ON,YYB,"46.363602, -79.422798"
16554,large_airport,Calgary International Airport,,CA,CA-AB,YYC,"51.113899231, -114.019996643"
16555,medium_airport,Smithers Airport,,CA,CA-BC,YYD,"54.82469940185547, -127.18299865722656"
16556,medium_airport,Fort Nelson Airport,,CA,CA-BC,YYE,"58.8363990784, -122.597000122"
16557,medium_airport,Penticton Airport,,CA,CA-BC,YYF,"49.46310043334961, -119.60199737548828"
16558,medium_airport,Charlottetown Airport,,CA,CA-PE,YYG,"46.290000915527344, -63.12110137939453"
16559,medium_airport,Taloyoak Airport,,CA,CA-NU,YYH,"69.5466995239, -93.5766983032"
16560,large_airport,Victoria International Airport,,CA,CA-BC,YYJ,"48.646900177, -123.426002502"
16561,medium_airport,Lynn Lake Airport,,CA,CA-MB,YYL,"56.86389923095703, -101.07599639892578"
16563,medium_airport,Swift Current Airport,,CA,CA-SK,YYN,"50.291900634799994, -107.691001892"
16565,medium_airport,Churchill Airport,,CA,CA-MB,YYQ,"58.739200592041016, -94.06500244140625"
16566,medium_airport,Goose Bay Airport,,CA,CA-NL,YYR,"53.3191986084, -60.4258003235"
16567,large_airport,St. John's International Airport,,CA,CA-NL,YYT,"47.618598938, -52.7518997192"
16568,medium_airport,Kapuskasing Airport,,CA,CA-ON,YYU,"49.41389846801758, -82.46749877929688"
16569,medium_airport,Armstrong Airport,,CA,CA-ON,YYW,"50.29029846191406, -88.90969848632812"
16570,medium_airport,Mont Joli Airport,,CA,CA-QC,YYY,"48.60860061645508, -68.20809936523438"
16571,large_airport,Lester B. Pearson International Airport,,CA,CA-ON,YYZ,"43.6772003174, -79.63059997559999"
16572,medium_airport,Downsview Airport,,CA,CA-ON,YZD,"43.74250030517578, -79.4655990600586"
16573,medium_airport,Gore Bay Manitoulin Airport,,CA,CA-ON,YZE,"45.88529968261719, -82.56780242919922"
16574,medium_airport,Yellowknife Airport,,CA,CA-NT,YZF,"62.462799072265625, -114.44000244140625"
16575,medium_airport,Salluit Airport,,CA,CA-QC,YZG,"62.17940139770508, -75.66719818115234"
16576,medium_airport,Slave Lake Airport,,CA,CA-AB,YZH,"55.2930984497, -114.777000427"
16577,medium_airport,Sandspit Airport,,CA,CA-BC,YZP,"53.25429916379999, -131.813995361"
16578,medium_airport,Chris Hadfield Airport,,CA,CA-ON,YZR,"42.9994010925293, -82.30889892578125"
16579,medium_airport,Coral Harbour Airport,,CA,CA-NU,YZS,"64.1932983398, -83.3593978882"
16580,medium_airport,Port Hardy Airport,,CA,CA-BC,YZT,"50.680599212646484, -127.36699676513672"
16581,medium_airport,Whitecourt Airport,,CA,CA-AB,YZU,"54.14390182495117, -115.78700256347656"
16582,medium_airport,Sept-Îles Airport,,CA,CA-QC,YZV,"50.22330093383789, -66.2656021118164"
16583,medium_airport,Teslin Airport,,CA,CA-YT,YZW,"60.17279815673828, -132.7429962158203"
16584,medium_airport,CFB Greenwood,,CA,CA-NS,YZX,"44.98440170288086, -64.91690063476562"
16585,medium_airport,Mackenzie Airport,,CA,CA-BC,,"55.304402, -123.132004"
16749,medium_airport,York Landing Airport,,CA,CA-MB,ZAC,"56.08940124511719, -96.08920288085938"
16750,medium_airport,Shuswap Regional Airport,,CA,CA-BC,YSN,"50.682802, -119.228996"
16752,medium_airport,Boundary Bay Airport,,CA,CA-BC,YDT,"49.0742, -123.012001"
16753,medium_airport,Ilford Airport,,CA,CA-MB,ILF,"56.0614013672, -95.613899231"
16754,medium_airport,Bathurst Airport,,CA,CA-NB,ZBF,"47.629699707, -65.738899231"
16755,medium_airport,Bromont (Roland Desourdy) Airport,,CA,CA-QC,ZBM,"45.2907981873, -72.74140167239999"
16756,medium_airport,Kelsey Airport,,CA,CA-MB,KES,"56.0374984741, -96.50969696039999"
16757,medium_airport,Eastmain River Airport,,CA,CA-QC,ZEM,"52.22639846801758, -78.52249908447266"
16758,medium_airport,Faro Airport,,CA,CA-YT,ZFA,"62.20750045776367, -133.37600708007812"
