,type,name,iso_country,iata_code
17918,medium_airport,Frankfurt-Egelsbach Airport,DE,QEF
17920,medium_airport,Frankfurt-Hahn Airport,DE,HHN
17925,medium_airport,Mannheim-City Airport,DE,MHG
17941,medium_airport,Eisenach-Kindel Airport,DE,EIB
17954,medium_airport,Siegerland Airport,DE,SGE
17967,medium_airport,Hamburg-Finkenwerder Airport,DE,XFW
17968,medium_airport,Kiel-Holtenau Airport,DE,KEL
17969,medium_airport,Lübeck Blankensee Airport,DE,LBC
17978,medium_airport,Memmingen Allgau Airport,DE,FMM
18008,medium_airport,Mönchengladbach Airport,DE,MGL
18010,medium_airport,Paderborn Lippstadt Airport,DE,PAD
18016,medium_airport,Weeze Airport,DE,NRN
18017,large_airport,Dortmund Airport,DE,DTM
18021,medium_airport,Augsburg Airport,DE,AGB
18034,medium_airport,Oberpfaffenhofen Airport,DE,OBF
18067,medium_airport,Friedrichshafen Airport,DE,FDH
18083,medium_airport,Schwerin Parchim Airport,DE,SZW
18117,medium_airport,Bayreuth Airport,DE,BYU
18125,medium_airport,Hof-Plauen Airport,DE,HOQ
18158,large_airport,Karlsruhe Baden-Baden Airport,DE,FKB
18175,medium_airport,Donaueschingen-Villingen Airport,DE,ZQL
18180,medium_airport,Lahr Airport,DE,LHA
18205,medium_airport,Braunschweig-Wolfsburg Airport,DE,BWE
18211,medium_airport,Kassel-Calden Airport,DE,KSF
18269,medium_airport,Westerland Sylt Airport,DE,GWT
18287,medium_airport,Kärdla Airport,EE,KDL
18288,medium_airport,Kuressaare Airport,EE,URE
18295,medium_airport,Pärnu Airport,EE,EPU
18303,large_airport,Lennart Meri Tallinn Airport,EE,TLL
18305,medium_airport,Tartu Airport,EE,TAY
18314,medium_airport,Enontekio Airport,FI,ENF
18319,medium_airport,Halli Airport,FI,KEV
18321,medium_airport,Helsinki Malmi Airport,FI,HEM
18325,large_airport,Helsinki Vantaa Airport,FI,HEL
18337,medium_airport,Kitee Airport,FI,KTQ
18338,medium_airport,Ivalo Airport,FI,IVL
18341,medium_airport,Joensuu Airport,FI,JOE
18344,medium_airport,Jyvaskyla Airport,FI,JYV
18345,medium_airport,Kauhava Airport,FI,KAU
18346,medium_airport,Kemi-Tornio Airport,FI,KEM
18349,medium_airport,Kajaani Airport,FI,KAJ
18350,medium_airport,Kauhajoki Airport,FI,KHJ
18351,medium_airport,Kokkola-Pietarsaari Airport,FI,KOK
18356,medium_airport,Kuusamo Airport,FI,KAO
18357,medium_airport,Kittilä Airport,FI,KTT
18358,medium_airport,Kuopio Airport,FI,KUO
18364,medium_airport,Lappeenranta Airport,FI,LPP
18366,medium_airport,Mariehamn Airport,FI,MHQ
18368,medium_airport,Mikkeli Airport,FI,MIK
18375,medium_airport,Oulu Airport,FI,OUL
18384,medium_airport,Pori Airport,FI,POR
18391,medium_airport,Rovaniemi Airport,FI,RVN
18395,medium_airport,Savonlinna Airport,FI,SVL
18397,medium_airport,Seinäjoki Airport,FI,SJY
18399,medium_airport,Sodankyla Airport,FI,SOT
18402,medium_airport,Tampere-Pirkkala Airport,FI,TMP
18404,medium_airport,Turku Airport,FI,TKU
18406,medium_airport,Utti Air Base,FI,UTI
18407,medium_airport,Vaasa Airport,FI,VAA
18411,medium_airport,Varkaus Airport,FI,VRK
18415,medium_airport,Ylivieska Airfield,FI,YLI
18429,large_airport,Belfast International Airport,GB,BFS
18430,medium_airport,St Angelo Airport,GB,ENK
18431,large_airport,George Best Belfast City Airport,GB,BHD
18433,medium_airport,City of Derry Airport,GB,LDY
18438,large_airport,Birmingham International Airport,GB,BHX
18441,medium_airport,Coventry Airport,GB,CVT
18444,medium_airport,Gloucestershire Airport,GB,GLO
18448,medium_airport,Nottingham Airport,GB,NQT
18458,large_airport,Manchester Airport,GB,MAN
18467,large_airport,Robin Hood Doncaster Sheffield Airport,GB,DSA
18488,medium_airport,RNAS Yeovilton,GB,YEO
18490,medium_airport,Campbeltown Airport,GB,CAL
18491,medium_airport,Eday Airport,GB,EOI
18492,medium_airport,Fair Isle Airport,GB,FIE
18507,medium_airport,Haverfordwest Airport,GB,HAW
18508,large_airport,Cardiff International Airport,GB,CWL
18509,medium_airport,Swansea Airport,GB,SWS
18511,large_airport,Bristol Airport,GB,BRS
18513,large_airport,Liverpool John Lennon Airport,GB,LPL
18514,large_airport,London Luton Airport,GB,LTN
18517,medium_airport,Land's End Airport,GB,LEQ
18519,medium_airport,St. Mary's Airport,GB,ISC
18522,large_airport,Bournemouth Airport,GB,BOH
18523,large_airport,Southampton Airport,GB,SOU
18526,medium_airport,Lasham Airport,GB,QLA
18530,medium_airport,Newquay Cornwall Airport,GB,NQY
18536,medium_airport,Alderney Airport,GG,ACI
18537,medium_airport,Guernsey Airport,GG,GCI
18538,medium_airport,Jersey Airport,JE,JER
18539,medium_airport,Shoreham Airport,GB,ESH
18540,medium_airport,London Biggin Hill Airport,GB,BQH
18545,large_airport,London Gatwick Airport,GB,LGW
18550,medium_airport,London City Airport,GB,LCY
18552,medium_airport,Farnborough Airport,GB,FAB
18555,medium_airport,Blackbushe Airport,GB,BBS
18556,large_airport,London Heathrow Airport,GB,LHR
18563,medium_airport,Southend Airport,GB,SEN
18564,medium_airport,Lydd Airport,GB,LYX
18573,medium_airport,Carlisle Airport,GB,CAX
18578,medium_airport,Blackpool International Airport,GB,BLK
18580,medium_airport,Humberside Airport,GB,HUY
18581,medium_airport,Barrow Walney Island Airport,GB,BWF
18582,large_airport,Leeds Bradford Airport,GB,LBA
18583,medium_airport,Warton Airport,GB,WRT
18585,medium_airport,Hawarden Airport,GB,CEG
18586,medium_airport,Isle of Man Airport,IM,IOM
18587,large_airport,Newcastle Airport,GB,NCL
18589,medium_airport,Durham Tees Valley Airport,GB,MME
18591,large_airport,East Midlands Airport,GB,EMA
18598,medium_airport,Anglesey Airport,GB,VLY
18601,medium_airport,Kirkwall Airport,GB,KOI
18602,medium_airport,Sumburgh Airport,GB,LSI
18603,medium_airport,Wick Airport,GB,WIC
18604,large_airport,Aberdeen Dyce Airport,GB,ABZ
18605,medium_airport,Inverness Airport,GB,INV
18606,large_airport,Glasgow International Airport,GB,GLA
18608,large_airport,Edinburgh Airport,GB,EDI
18609,medium_airport,Islay Airport,GB,ILY
18611,medium_airport,Glasgow Prestwick Airport,GB,PIK
18612,medium_airport,Benbecula Airport,GB,BEB
18613,medium_airport,Scatsta Airport,GB,SCS
18614,medium_airport,Dundee Airport,GB,DND
18615,medium_airport,Stornoway Airport,GB,SYY
18616,medium_airport,Barra Airport,GB,BRR
18619,medium_airport,Tiree Airport,GB,TRE
18623,medium_airport,RAF Kinloss,GB,FSS
18624,medium_airport,RAF Leuchars,GB,ADX
18625,medium_airport,RAF Lossiemouth,GB,LMO
18628,medium_airport,Cambridge Airport,GB,CBG
18632,large_airport,Norwich International Airport,GB,NWI
18643,large_airport,London Stansted Airport,GB,STN
18654,large_airport,Exeter International Airport,GB,EXT
18659,medium_airport,Oxford (Kidlington) Airport,GB,OXF
18666,medium_airport,RAF Benson,GB,BEX
18669,large_airport,RAF Lakenheath,GB,LKZ
18670,large_airport,RAF Mildenhall,GB,MHZ
18676,medium_airport,RAF Wyton,GB,QUY
18677,large_airport,RAF Fairford,GB,FFD
18682,large_airport,RAF Brize Norton,GB,BZZ
18683,medium_airport,RAF Odiham,GB,ODH
18690,medium_airport,RAF Northolt,GB,NHT
18694,medium_airport,RAF Coningsby,GB,QCY
18698,medium_airport,RAF Honington,GB,BEQ
18701,medium_airport,RAF Scampton,GB,SQZ
18705,medium_airport,RAF Linton-On-Ouse,GB,HRT
18707,medium_airport,RAF Waddington,GB,WTN
18714,medium_airport,RAF Marham,GB,KNF
18716,medium_airport,Mount Pleasant Airport,FK,MPN
18723,large_airport,Amsterdam Airport Schiphol,NL,AMS
18725,medium_airport,Maastricht Aachen Airport,NL,MST
18730,large_airport,Eindhoven Airport,NL,EIN
18731,medium_airport,Eelde Airport,NL,GRQ
18732,medium_airport,Gilze Rijen Air Base,NL,GLZ
18737,medium_airport,De Kooy Airport,NL,DHR
18738,medium_airport,Lelystad Airport,NL,LEY
18739,medium_airport,Leeuwarden Air Base,NL,LWR
18744,medium_airport,Rotterdam The Hague Airport,NL,RTM
18751,medium_airport,Twente Airport,NL,ENS
18756,medium_airport,Woensdrecht Air Base,NL,WOE
18767,large_airport,Cork Airport,IE,ORK
18769,medium_airport,Galway Airport,IE,GWY
18772,medium_airport,Donegal Airport,IE,CFN
18773,large_airport,Dublin Airport,IE,DUB
18786,medium_airport,Ireland West Knock Airport,IE,NOC
18787,medium_airport,Kerry Airport,IE,KIR
18796,large_airport,Shannon Airport,IE,SNN
18799,medium_airport,Sligo Airport,IE,SXL
18803,medium_airport,Waterford Airport,IE,WAT
18809,medium_airport,Aarhus Airport,DK,AAR
18815,large_airport,Billund Airport,DK,BLL
18817,large_airport,Copenhagen Kastrup Airport,DK,CPH
18822,medium_airport,Esbjerg Airport,DK,EBJ
18846,medium_airport,Karup Airport,DK,KRP
18853,medium_airport,Lolland Falster Maribo Airport,DK,MRW
18859,medium_airport,Odense Airport,DK,ODE
18864,medium_airport,Copenhagen Roskilde Airport,DK,RKE
18865,medium_airport,Bornholm Airport,DK,RNN
18869,medium_airport,Sønderborg Airport,DK,SGD
18875,medium_airport,Sindal Airport,DK,CNL
18877,medium_airport,Skrydstrup Air Base,DK,SKS
18881,medium_airport,Skive Airport,DK,SQW
18886,medium_airport,Thisted Airport,DK,TED
18891,medium_airport,Vagar Airport,FO,FAE
18893,medium_airport,Stauning Airport,DK,STA
18895,large_airport,Aalborg Airport,DK,AAL
18897,large_airport,Luxembourg-Findel International Airport,LU,LUX
18902,medium_airport,Ålesund Airport,NO,AES
18903,medium_airport,Andøya Airport,NO,ANX
18906,medium_airport,Alta Airport,NO,ALF
18914,medium_airport,Brønnøysund Airport,NO,BNN
18915,large_airport,Bodø Airport,NO,BOO
18916,large_airport,Bergen Airport Flesland,NO,BGO
18917,medium_airport,Båtsfjord Airport,NO,BJF
18918,medium_airport,Berlevåg Airport,NO,BVG
18919,medium_airport,Kristiansand Airport,NO,KRS
18925,medium_airport,Bardufoss Airport,NO,BDU
18929,medium_airport,"Harstad/Narvik Airport, Evenes",NO,EVE
18933,medium_airport,Leirin Airport,NO,VDB
18935,medium_airport,Florø Airport,NO,FRO
18939,large_airport,Oslo Gardermoen Airport,NO,OSL
18943,medium_airport,Haugesund Airport,NO,HAU
18944,medium_airport,Hammerfest Airport,NO,HFT
18950,medium_airport,Valan Airport,NO,HVG
18955,medium_airport,Kristiansund Airport (Kvernberget),NO,KSU
18958,medium_airport,Kirkenes Airport (Høybuktmoen),NO,KKN
18962,medium_airport,Leknes Airport,NO,LKN
18965,medium_airport,Mehamn Airport,NO,MEH
18966,medium_airport,Molde Airport,NO,MOL
18967,medium_airport,Mosjøen Airport (Kjærstad),NO,MJF
18968,medium_airport,Banak Airport,NO,LKL
18970,medium_airport,Narvik Framnes Airport,NO,NVK
18972,medium_airport,Notodden Airport,NO,NTB
18975,medium_airport,Ørland Airport,NO,OLA
18977,medium_airport,"Ørsta-Volda Airport, Hovden",NO,HOV
18986,medium_airport,"Mo i Rana Airport, Røssvoll",NO,MQN
18991,medium_airport,"Rørvik Airport, Ryum",NO,RVK
18992,medium_airport,Røros Airport,NO,RRS
18997,medium_airport,"Moss Airport, Rygge",NO,RYG
18999,medium_airport,"Svalbard Airport, Longyear",NO,LYR
19002,medium_airport,Svolvær Helle Airport,NO,SVJ
19004,medium_airport,Stokmarknes Skagen Airport,NO,SKN
19006,medium_airport,Skien Airport,NO,SKE
19007,medium_airport,Stord Airport,NO,SRP
19008,medium_airport,Sørkjosen Airport,NO,SOJ
19009,medium_airport,"Vardø Airport, Svartnes",NO,VAW
19010,medium_airport,Sandnessjøen Airport (Stokka),NO,SSJ
19013,large_airport,Tromsø Airport,NO,TOS
19015,medium_airport,"Sandefjord Airport, Torp",NO,TRF
19021,large_airport,Trondheim Airport Værnes,NO,TRD
19022,medium_airport,Vadsø Airport,NO,VDS
19051,large_airport,Stavanger Airport Sola,NO,SVG
19059,medium_airport,Biała Podlaska Airfield,PL,BXP
19061,medium_airport,Bydgoszcz Ignacy Jan Paderewski Airport,PL,BZG
19069,large_airport,Gdańsk Lech Wałęsa Airport,PL,GDN
19089,large_airport,Kraków John Paul II International Airport,PL,KRK
19097,large_airport,Katowice International Airport,PL,KTW
19101,medium_airport,Łódź Władysław Reymont Airport,PL,LCJ
19113,large_airport,Modlin Airport,PL,WMI
19122,medium_airport,Oksywie Military Air Base,PL,QYD
19129,large_airport,Poznań-Ławica Airport,PL,POZ
19133,medium_airport,Radom Airport,PL,RDO
19138,medium_airport,Rzeszów-Jasionka Airport,PL,RZE
19139,medium_airport,"Szczecin-Goleniów ""Solidarność"" Airport",PL,SZZ
19149,medium_airport,Olsztyn-Mazury Airport,PL,SZY
19152,large_airport,Warsaw Chopin Airport,PL,WAW
19154,large_airport,Copernicus Wrocław Airport,PL,WRO
19158,medium_airport,Zielona Góra-Babimost Airport,PL,IEG
19426,medium_airport,Ronneby Airport,SE,RNB
19443,large_airport,Gothenburg-Landvetter Airport,SE,GOT
19446,medium_airport,Jönköping Airport,SE,JKG
19452,medium_airport,Gothenburg City Airport,SE,GSE
19453,medium_airport,Skövde Airport,SE,KVB
19455,medium_airport,Trollhättan-Vänersborg Airport,SE,THN
19467,medium_airport,Karlskoga Airport,SE,KSK
19468,medium_airport,Mora Airport,SE,MXX
19469,medium_airport,Stockholm Skavsta Airport,SE,NYO
19486,medium_airport,Kristianstad Airport,SE,KID
19491,medium_airport,Kalmar Airport,SE,KLR
19493,large_airport,Malmö Sturup Airport,SE,MMX
19494,medium_airport,Halmstad Airport,SE,HAD
19498,medium_airport,Växjö Kronoberg Airport,SE,VXO
19504,medium_airport,Sveg Airport,SE,EVG
19507,medium_airport,Gällivare Airport,SE,GEV
19511,medium_airport,Kramfors Sollefteå Airport,SE,KRF
19512,medium_airport,Lycksele Airport,SE,LYC
19514,medium_airport,Sundsvall-Härnösand Airport,SE,SDL
19515,medium_airport,Örnsköldsvik Airport,SE,OER
19517,medium_airport,Kiruna Airport,SE,KRN
19519,medium_airport,Skellefteå Airport,SE,SFT
19521,medium_airport,Umeå Airport,SE,UME
19522,medium_airport,Vilhelmina Airport,SE,VHM
19523,medium_airport,Arvidsjaur Airport,SE,AJR
19524,medium_airport,Söderhamn Airport,SE,SOO
19525,medium_airport,Åre Östersund Airport,SE,OSD
19526,medium_airport,Örebro Airport,SE,ORB
19527,medium_airport,Hagfors Airport,SE,HFS
19528,medium_airport,Karlstad Airport,SE,KSD
19530,medium_airport,Stockholm Västerås Airport,SE,VST
19532,large_airport,Luleå Airport,SE,LLA
19538,large_airport,Stockholm-Arlanda Airport,SE,ARN
19539,medium_airport,Stockholm-Bromma Airport,SE,BMA
19541,medium_airport,Borlange Airport,SE,BLE
19547,medium_airport,Gävle Sandviken Airport,SE,GVX
19548,medium_airport,Linköping City Airport,SE,LPI
19551,medium_airport,Norrköping Airport,SE,NRK
19553,medium_airport,Torsby Airport,SE,TYF
19554,medium_airport,Eskilstuna Airport,SE,EKT
19555,medium_airport,Visby Airport,SE,VBY
19559,medium_airport,Ängelholm-Helsingborg Airport,SE,AGH
19567,medium_airport,Storuman Airport,SE,SQO
19578,medium_airport,Pajala Airport,SE,PJA
19581,medium_airport,Hemavan Airport,SE,HMV
19599,medium_airport,Spangdahlem Air Base,DE,SPM
19600,large_airport,Ramstein Air Base,DE,RMS
19607,medium_airport,Celle Airport,DE,ZCN
19609,medium_airport,Fritzlar Airport,DE,FRZ
19626,medium_airport,Nordholz Naval Airbase,DE,FCN
19629,medium_airport,Geilenkirchen Air Base,DE,GKE
19632,medium_airport,Rostock-Laage Airport,DE,RLG
19635,medium_airport,Schleswig Air Base,DE,WBG
19641,medium_airport,Wiesbaden Army Airfield,DE,WIE
19645,medium_airport,Fürstenfeldbruck Air Base,DE,FEL
19647,medium_airport,Ingolstadt Manching Airport,DE,IGS
19659,medium_airport,Daugavpils Intrenational Airport,LV,DGP
19667,medium_airport,Liepāja International Airport,LV,LPX
19672,large_airport,Riga International Airport,LV,RIX
19677,medium_airport,Ventspils International Airport,LV,VNT
19685,medium_airport,Kaunas International Airport,LT,KUN
19699,medium_airport,Palanga International Airport,LT,PLQ
19702,medium_airport,Panevėžys Air Base,LT,PNV
19708,medium_airport,Šiauliai International Airport,LT,SQQ
19714,large_airport,Vilnius International Airport,LT,VNO
19819,medium_airport,Alexander Bay Airport,ZA,ALJ
19823,medium_airport,Aggeneys Airport,ZA,AGZ
19832,medium_airport,Bisho Airport,ZA,BIY
19837,medium_airport,Bram Fischer International Airport,ZA,BFN
19864,large_airport,Cape Town International Airport,ZA,CPT
19892,medium_airport,Ben Schoeman Airport,ZA,ELS
19898,medium_airport,Ficksburg Sentraoes Airport,ZA,FCB
19907,medium_airport,Grand Central Airport,ZA,GCJ
19908,large_airport,George Airport,ZA,GRJ
19913,medium_airport,Rand Airport,ZA,QRA
19936,medium_airport,Harrismith Airport,ZA,HRS
19949,large_airport,OR Tambo International Airport,ZA,JNB
19953,medium_airport,P C Pelser Airport,ZA,KXE
19961,medium_airport,Kimberley Airport,ZA,KIM
19962,medium_airport,Kruger Mpumalanga International Airport,ZA,MQP
19968,medium_airport,Johan Pienaar Airport,ZA,KMH
19972,medium_airport,Kleinsee Airport,ZA,KLZ
19974,medium_airport,Lanseria Airport,ZA,HLA
19976,medium_airport,Lime Acres Finsch Mine Airport,ZA,LMR
19978,large_airport,King Shaka International Airport,ZA,DUR
19989,medium_airport,Langebaanweg Airport,ZA,SDB
19990,medium_airport,Ladysmith Airport,ZA,LAY
19994,medium_airport,Malamala Airport,ZA,AAM
19996,medium_airport,Margate Airport,ZA,MGH
20002,medium_airport,Mmabatho International Airport,ZA,MBD
20003,medium_airport,Riverside Airport,ZA,LLE
20009,medium_airport,Mkuze Airport,ZA,MZQ
20015,medium_airport,Newcastle Airport,ZA,NCS
20025,medium_airport,Oudtshoorn Airport,ZA,OUH
20029,large_airport,OR Tambo International Airport,ZA,JNB
20035,medium_airport,Port Elizabeth Airport,ZA,PLZ
20037,medium_airport,Plettenberg Bay Airport,ZA,PBZ
20038,medium_airport,Hendrik Van Eck Airport,ZA,PHW
20040,medium_airport,Port St Johns Airport,ZA,JOH
20043,medium_airport,Pietermaritzburg Airport,ZA,PZB
20046,medium_airport,Polokwane International Airport,ZA,PTG
20048,medium_airport,Potchefstroom Airport,ZA,PCF
20058,medium_airport,Queenstown Airport,ZA,UTW
20060,medium_airport,Richards Bay Airport,ZA,RCB
20066,medium_airport,Robertson Airport,ZA,ROD
20069,medium_airport,Springbok Airport,ZA,SBU
20070,medium_airport,Secunda Airport,ZA,ZEC
20082,medium_airport,Sishen Airport,ZA,SIS
20088,medium_airport,Skukuza Airport,ZA,SZK
20101,medium_airport,Tzaneen Airport,ZA,LTA
20106,medium_airport,Prince Mangosuthu Buthelezi Airport,ZA,ULD
20107,medium_airport,Pierre Van Ryneveld Airport,ZA,UTN
20109,medium_airport,K. D. Matanzima Airport,ZA,UTT
20111,medium_airport,Vryburg Airport,ZA,VRU
20115,medium_airport,Virginia Airport,ZA,VIR
20119,medium_airport,Vredendal Airport,ZA,VRE
20126,medium_airport,Wonderboom Airport,ZA,PRY
20130,medium_airport,Waterkloof Air Force Base,ZA,WKF
20153,medium_airport,Francistown Airport,BW,FRW
20167,medium_airport,Jwaneng Airport,BW,JWA
20170,medium_airport,Kasane Airport,BW,BBK
20183,medium_airport,Maun Airport,BW,MUB
20198,large_airport,Sir Seretse Khama International Airport,BW,GBE
20200,medium_airport,Sua Pan Airport,BW,SXN
20201,medium_airport,Selebi Phikwe Airport,BW,PKW
20218,medium_airport,Maya-Maya Airport,CG,BZV
20245,medium_airport,Oyo Ollombo Airport,CG,OLL
20251,medium_airport,Owando Airport,CG,FTX
20254,medium_airport,Ouesso Airport,CG,OUE
20261,medium_airport,Ngot Nzoungou Airport,CG,DIS
20264,medium_airport,Pointe Noire Airport,CG,PNR
20372,medium_airport,Matsapha Airport,SZ,MTS
20376,medium_airport,King Mswati III International Airport,SZ,SHO
20388,medium_airport,Bangui M'Poko International Airport,CF,BGF
20400,medium_airport,Berbérati Airport,CF,BBT
20420,medium_airport,Bata Airport,GQ,BSG
20422,medium_airport,Malabo Airport,GQ,SSG
20423,medium_airport,RAF Ascension Island,SH,ASI
20432,large_airport,Sir Seewoosagur Ramgoolam International Airport,MU,MRU
20433,medium_airport,Sir Charles Gaetan Duval Airport,MU,RRG
20436,medium_airport,Diego Garcia Naval Support Facility,IO,NKW
20480,medium_airport,Tiko Airport,CM,TKC
20481,medium_airport,Douala International Airport,CM,DLA
20488,medium_airport,Salak Airport,CM,MVR
20489,medium_airport,Foumban Nkounja Airport,CM,FOM
20490,medium_airport,N'Gaoundéré Airport,CM,NGE
